source,dim,field,water,famly,species,type,prey_cellularity,vert,major_grouping_prey_1,major_grouping_prey_2,prey,prey_species,prey_type,data_type,replace_prey,starvation_time,temp,interference,preds_per_arena,arena_2d,arena_3d,pred_mass,pred_mass_source_code,pred_mass_reg_code,prey_mass,prey_mass_source_code,prey_mass_reg_code,a_units,mean_r2_of_fits,a,a_low,a_hi,h,h_low,h_hi,n_boots,notes_1,notes_2
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Gymnocephalus cernua,Wild caught,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,,18,,2,,90000,1.50E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.31,4.74E+01,2.56E+01,8.65E+01,3.81E-05,2.81E-05,4.72E-05,200,10lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,Wild caught,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,,18,,2,,90000,1.22E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.37,1.52E+02,1.07E+02,2.28E+02,1.51E-05,1.32E-05,1.69E-05,200,1lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Gymnocephalus cernua,Wild caught,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,,18,,2,,90000,1.50E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.38,4.75E+01,3.22E+01,7.26E+01,3.23E-05,2.75E-05,4.05E-05,200,1lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,Wild caught,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,,18,,2,,90000,1.22E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.32,1.37E+01,6.50E+00,2.98E+01,6.27E-05,3.99E-05,8.50E-05,200,0.02lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Gymnocephalus cernua,Wild caught,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,,18,,2,,90000,1.50E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.69,7.00E+00,4.90E+00,9.32E+00,4.80E-05,3.58E-05,6.27E-05,200,0.02lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,Wild caught,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,,18,,2,,90000,1.22E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.34,2.75E+00,1.38E+00,6.16E+00,1.77E-04,3.49E-05,3.64E-04,200,0lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Gymnocephalus cernua,Wild caught,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,,18,,2,,90000,1.50E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.21,1.16E+01,6.34E+00,3.40E+01,1.41E-04,1.11E-04,1.89E-04,200,0lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,Wild caught,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,,18,,2,,90000,1.22E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.42,7.91E+01,4.99E+01,1.45E+02,1.18E-05,9.04E-06,1.55E-05,200,10lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Gymnocephalus cernua,Wild caught,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,,18,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.54,1.25E+01,7.21E+00,2.20E+01,2.59E-05,9.98E-06,4.72E-05,200,10lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,Wild caught,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,,18,,2,,90000,1.22E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.32,1.36E+02,7.54E+01,3.67E+02,1.67E-05,1.41E-05,1.94E-05,200,1lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Gymnocephalus cernua,Wild caught,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,,18,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.5,1.52E+01,7.77E+00,2.95E+01,4.04E-05,1.90E-05,5.85E-05,200,1lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,Wild caught,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,,18,,2,,90000,1.22E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.37,3.65E+01,2.30E+01,6.25E+01,6.65E-05,5.96E-05,7.40E-05,200,0.02lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Gymnocephalus cernua,Wild caught,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,,18,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.47,2.29E+01,1.30E+01,4.48E+01,5.68E-05,4.24E-05,6.97E-05,200,0.02lux,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Gymnocephalus cernua,Wild caught,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,,18,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.67,5.72E+00,3.66E+00,9.86E+00,4.71E-05,2.49E-05,7.11E-05,200,0lux,
Anderson et al 1978 J ANIM ECOL,3,,Fresh,Cypriniformes,Danio rerio,Adult?,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,Adult?,Mean,N,1,24.5,,,,400,2.91E+02,Alternate species length,Family,9.90E-01,Average species mass,,m^3 per pred per day,0.94,4.22E-02,3.59E-02,4.87E-02,2.58E-04,2.34E-04,2.80E-04,200,,
Anderson et al 1978 J ANIM ECOL,3,,Fresh,Cypriniformes,Danio rerio,Adult?,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,Adult?,Mean,N,24,24.5,,,,400,2.91E+02,Alternate species length,Family,9.90E-01,Average species mass,,m^3 per pred per day,0.93,4.18E-02,3.92E-02,4.48E-02,1.41E-04,1.34E-04,1.51E-04,200,,
Gulbrandsen 1991 AQUACULTURE,3,,Marine,Pleuronectiformes,Hippoglossus hippoglossus,Larvae,Metazoan,Invertebrate,Rotifer,,Rotifer,Brachionus plicatilis,Adult?,Mean,Y,,12,,50,,25000,1.77E+00,Alternate species length,Species,2.76E-03,Alternate species length,Zooplankton,m^3 per pred per day,0.3,1.87E-06,1.14E-06,2.52E-06,1.25E-01,6.67E-02,1.75E-01,200,Experiment 1,
Gulbrandsen 1991 AQUACULTURE,3,,Marine,Pleuronectiformes,Hippoglossus hippoglossus,Larvae,Metazoan,Invertebrate,Rotifer,,Rotifer,Brachionus plicatilis,Adult?,Mean,Y,,12,,50,,25000,1.77E+00,Alternate species length,Species,2.76E-03,Alternate species length,Zooplankton,m^3 per pred per day,0.3,9.20E-07,7.04E-07,1.19E-06,8.77E-02,5.02E-02,1.25E-01,200,Experiment 2,
Gulbrandsen 1991 AQUACULTURE,3,,Marine,Pleuronectiformes,Hippoglossus hippoglossus,Larvae,Metazoan,Invertebrate,Rotifer,,Rotifer,Brachionus plicatilis,Adult?,Mean,Y,,12,,50,,25000,1.77E+00,Alternate species length,Species,2.76E-03,Alternate species length,Zooplankton,m^3 per pred per day,0.38,1.05E-06,8.17E-07,1.30E-06,4.60E-02,1.08E-02,7.20E-02,200,Experiment 3,
Buckel and Stoner 2000 J EXP MAR BIO ECOL,3,,Marine,Perciformes,Pomatomus saltatrix,Young of the year E,Metazoan,Vertebrate,Fish,,"Atlantic silverside, Striped bass","Menidia menidia, Morone saxatilis",Small,Mean,N,12,20.5,,1,,2492853.77,8.14E+03,Original species length,Species,5.22E+03,Original length,Species,m^3 per pred per day,0.63,2.20E+01,1.43E+01,3.12E+01,4.13E-03,1.67E-10,8.13E-03,200,,
Buckel and Stoner 2000 J EXP MAR BIO ECOL,3,,Marine,Perciformes,Pomatomus saltatrix,Young of the year F,Metazoan,Vertebrate,Fish,,"Atlantic silverside, Striped bass","Menidia menidia, Morone saxatilis",Large,Mean,N,24,20.5,,1,,2492853.77,4.38E+04,Original species length,Species,3.02E+04,Original length,Species,m^3 per pred per day,0.14,2.97E+01,9.13E+00,4.63E+02,2.95E-02,1.51E-02,4.62E-02,200,,
Buckel and Stoner 2000 J EXP MAR BIO ECOL,3,,Marine,Perciformes,Pomatomus saltatrix,Young of the year G,Metazoan,Vertebrate,Fish,Perciformes,Striped bass,Morone saxatilis,Juvenile C,Mean,N,24,20.5,,1,,2492853.77,2.16E+04,Original species length,Species,9.57E+02,Original speices length,Species,m^3 per pred per day,0.4,2.14E+01,1.43E+01,4.56E+01,2.55E-02,1.85E-02,3.56E-02,200,,
Townsend and Risebrow 1982 OEC,3,,Fresh,Cypriniformes,Abramis brama,Underyearling,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia magna,Adult?,Mean,N,24,25,,1,,1800,3.54E+03,Original species length,Species ,2.20E+00,Average species mass,,m^3 per pred per day,0.41,6.80E-01,4.24E-01,1.04E+00,5.90E-11,2.22E-11,1.92E-04,200,Light = 1.25 Lux,
Koski and Johnson 2002,3,,Fresh,Salmoniformes,Oncorhynchus nerka,"Fingerling, 2m old",Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia spp.,,Raw data,Y,19.7,19,,1,,35000,3.00E+03,Original species mass,,,,,m^3 per pred per day,0.58,9.00E+01,7.49E+01,2.76E+02,1.22E-12,5.86E-14,1.90E-05,200,30 Lux,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,"Lepomis macrochirus, Pseudocrenilabrus philander",Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,2,,26000,,,,2.88E+01,Original species length,Species,m^3 per pred per day,0.88,4.27E-01,3.86E-01,4.75E-01,2.12E-03,1.90E-03,2.35E-03,200,,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,"Lepomis macrochirus,  Tilapia sparrmanii",Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,2,,26000,,,,2.88E+01,Original species length,Species,m^3 per pred per day,0.74,3.55E-01,3.15E-01,4.00E-01,4.86E-03,4.39E-03,5.35E-03,200,,
Wasserman et al 2016 FUNCTIONAL ECOLOGY,3,,Fresh,Perciformes,"Pseudocrenilabrus philander, Tilapia sparrmanii",Wild caught,Metazoan,Vertebrate,Fish,Cichlidae,Mozambique tilapia,Oreochromis mossambicus,,Mean,N,2,18,,2,,26000,,,,2.88E+01,Original species length,Species,m^3 per pred per day,0.78,5.93E-01,5.29E-01,6.49E-01,4.91E-03,4.59E-03,5.32E-03,200,,
